	SI_ACRO_T2	LC_OUL_M1	PC_PLAT_M1	PI_PLAT_T1	PC_OUL_S2	SI_OUL_M3	PI_PORI_T1	LC_OUL_S3	PC_LEPT_M1	PI_PORI_S3	LC_PLAT_S1	PI_PLAT_S2	LC_OUL_T3	SI_PLAT_T2	PC_LEPT_S1	LC_PLAT_T1	LC_PORI_S1	PI_PLAT_T3	PI_PORI_S2	SI_PLAT_S2	LC_PLAT_M3	LC_PORI_S2	NP_PORI_S1	NP_PORI_T1	LC_PORI_T2	SI_ACRO_T1	PI_OUL_T1	LC_PLAT_T3	LC_OUL_T1	SI_OUL_T3	YTW_OUL_S2	SI_PLAT_M2	SI_OUL_M1	YTW_OUL_S1	LC_ACRO_T1	PC_FAVI_S1	SI_ACRO_T3	YTW_OUL_S3	PC_OUL_S1	CI_ACRO_T2	SI_OUL_T1	SI_OUL_S3	PI_PLAT_M2	PI_OUL_T3	PI_PORI_T3	PC_OUL_T2	LC_PLAT_M1	SI_PLAT_T1	LC_PLAT_S3	PC_OUL_T1	PC_PLAT_S1	PC_OUL_S3	YTW_OUL_T1	LC_OUL_S1	PI_PLAT_M3	YTW_OUL_T2	LC_PORI_T1	PI_OUL_S1	SI_PLAT_S1	PC_FAVI_T1	PI_OUL_T2	PI_PORI_S1	CI_ACRO_T1	PC_PLAT_T1	PI_PLAT_T2	LC_PORI_T3	YTW_OUL_T3	PI_OUL_S2	PC_OUL_T3	SI_OUL_S1	PI_PORI_T2	PC_LEPT_T1	SI_PLAT_M1	PI_PLAT_S1	SI_PLAT_T3	SI_OUL_M2	NP_ACRO_T2	LC_PLAT_M2	LC_PLAT_S2	SW_OUL_M1	SW_OUL_T1	SI_PLAT_S3	SI_OUL_T2	LC_PLAT_T2	SI_PLAT_M3	SW_OUL_S1	LC_OUL_S2	NP_ACRO_M2	LC_OUL_M2	LC_OUL_T2	SI_OUL_S2	sum	genus	family
ASV001718	25	2	6	0	8	0	0	0	10	0	0	18	3	0	0	10	0	4	0	0	0	39	429	0	91	26	8	0	54	0	0	0	18	0	45	0	27	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	4	23	11	3	0	5	0	17	0	0	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	1005	Ruegeria	Roseobacteraceae
ASV001719	8	45	0	0	0	8	0	0	19	0	0	15	13	6	0	0	0	19	0	0	6	87	4	0	0	12	0	0	12	0	0	7	9	7	10	0	0	0	8	7	0	0	0	36	0	0	6	8	0	0	0	0	7	138	0	0	0	266	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	33	8	0	0	0	0	0	0	0	0	0	0	142	0	43	0	0	1005	Unclassified family	Chromatiaceae
ASV001720	0	0	8	0	0	0	11	0	7	7	0	0	23	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	36	0	0	13	0	0	0	0	10	0	18	0	0	0	0	47	0	47	0	0	72	0	0	0	23	6	0	0	0	0	0	76	0	38	0	0	0	0	0	0	5	0	27	0	15	487	0	0	0	0	5	0	0	0	6	0	1004	Jhaorihella	Rhodobacteraceae
ASV001721	0	0	26	0	44	10	0	0	0	4	0	0	0	16	84	0	0	11	11	5	10	0	0	8	0	0	0	6	0	3	8	0	0	0	0	14	0	8	203	0	0	0	0	0	5	128	0	0	0	194	16	9	0	0	8	0	0	0	0	55	4	0	0	13	13	0	7	0	78	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	Stutzerimonas	Pseudomonadaceae
ASV001722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	28	0	5	0	20	0	0	0	0	0	0	0	0	64	0	0	0	8	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	14	259	0	8	0	0	0	26	0	370	7	24	0	10	0	70	21	1003	Hahella	Hahellaceae
ASV001723	0	0	0	5	10	19	0	65	10	0	0	0	0	12	50	0	0	0	6	0	8	0	0	0	0	0	0	0	63	0	4	0	14	0	0	69	0	0	13	0	35	106	0	0	0	13	5	0	0	14	0	0	0	8	13	0	0	0	0	29	0	0	2	0	27	0	0	0	0	14	0	0	0	0	0	9	0	0	29	0	12	0	0	0	0	14	30	0	294	0	0	1002	Sulfidibacter	Acanthopleuribacteraceae
ASV001724	0	0	0	0	0	930	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	6	9	10	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002	Pseudomonas	Pseudomonadaceae
ASV001725	0	0	0	0	0	0	0	0	35	0	0	0	12	0	0	17	0	0	0	0	21	0	0	0	0	0	0	19	0	59	0	21	0	0	0	0	18	0	0	0	14	677	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	15	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1002	Halomonas	Halomonadaceae
ASV001726	0	0	37	0	47	0	21	0	0	0	9	6	0	23	0	14	0	0	0	0	0	5	0	0	0	0	7	0	0	0	61	0	24	0	0	59	0	26	25	4	9	5	0	0	0	32	0	5	0	35	13	0	43	0	0	120	0	0	0	69	0	0	0	144	0	0	130	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1001	Pseudomonas	Pseudomonadaceae
ASV001727	0	0	0	16	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	39	28	0	0	1001	Sulfidibacter	Acanthopleuribacteraceae
ASV001728	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	17	0	44	0	0	25	26	0	0	0	0	0	27	0	0	0	0	0	25	0	0	53	0	0	0	0	0	0	0	0	33	0	0	51	0	0	46	0	0	511	14	40	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	Stutzerimonas	Pseudomonadaceae
ASV001729	0	18	0	50	2	14	14	0	3	4	0	13	10	6	0	6	0	7	7	0	0	0	0	9	18	5	80	7	0	31	2	0	3	7	0	0	0	0	0	6	0	0	21	60	104	4	0	0	3	20	0	16	0	0	9	0	2	3	6	0	220	2	13	0	5	3	5	0	0	0	105	0	0	58	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	998	Aromatoleum	Rhodocyclaceae
ASV001730	11	0	8	5	0	0	0	0	0	5	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	24	0	0	0	32	0	4	0	0	0	0	0	0	0	0	0	7	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	31	0	0	351	0	0	0	0	64	0	0	256	997	Azoarcus	Zoogloeaceae
ASV001731	0	22	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	22	0	0	0	0	30	0	31	0	0	0	16	116	0	20	0	0	13	24	0	0	18	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	211	0	0	0	14	24	65	0	0	24	0	0	0	0	22	24	0	0	104	0	0	0	0	0	0	56	0	0	21	0	0	14	0	0	41	0	0	997	Thermomonas	Xanthomonadaceae
ASV001732	0	21	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	698	30	112	47	0	0	11	0	0	0	0	28	0	16	997	Pseudomonas	Pseudomonadaceae
ASV001733	0	0	44	7	7	0	14	6	38	0	0	0	0	15	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	73	0	22	0	8	0	0	145	12	0	0	0	0	0	0	0	0	0	0	0	4	0	120	0	0	197	0	0	0	0	0	0	0	0	9	0	255	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	Azoarcus	Zoogloeaceae
ASV001734	0	0	0	0	0	0	921	5	0	0	0	0	0	14	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	Unclassified family	Pseudomonadaceae
ASV001735	0	0	0	34	0	0	68	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	10	0	0	0	0	0	0	0	0	0	21	0	0	0	0	20	0	109	0	0	0	24	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	995	Sulfidibacter	Acanthopleuribacteraceae
ASV001736	34	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	37	0	0	41	0	0	0	0	0	0	0	0	52	0	33	0	0	21	0	0	0	0	0	0	14	26	0	0	0	0	0	0	0	0	0	4	0	17	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	7	993	Sulfidibacter	Acanthopleuribacteraceae
ASV001737	0	83	0	0	0	0	0	17	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	29	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	59	0	12	0	22	0	24	28	36	0	73	354	0	993	Jhaorihella	Rhodobacteraceae
ASV001738	0	0	0	8	0	9	10	25	23	0	0	0	56	0	0	0	0	11	0	0	0	10	40	96	65	0	0	0	60	0	0	13	11	11	0	0	23	0	0	0	0	5	0	37	43	0	0	0	0	0	0	9	0	0	0	0	0	238	0	0	42	9	10	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	14	0	0	0	991	Rhodobacter	Paracoccaceae
ASV001739	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	81	0	0	0	0	0	0	95	0	0	0	0	0	0	0	13	0	0	26	20	10	0	0	331	0	28	0	21	250	0	9	990	Unclassified family	Pseudomonadaceae
ASV001741	0	0	6	0	0	11	12	5	6	35	0	0	57	0	0	7	0	9	13	0	11	0	0	0	0	7	0	10	0	41	0	2	9	9	8	0	4	0	0	0	93	0	0	58	93	3	8	0	0	5	0	6	0	0	4	0	23	6	0	0	21	46	0	2	10	0	0	0	0	114	90	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	8	24	61	8	989	Sulfidibacter	Acanthopleuribacteraceae
ASV001742	0	0	0	0	0	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	Thermomonas	Xanthomonadaceae
ASV001743	0	0	0	0	0	0	0	0	12	0	0	0	7	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	880	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	26	0	0	0	21	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	Thioalkalivibrio	Ectothiorhodospiraceae
ASV001744	27	4	0	0	0	0	29	0	0	0	9	0	0	23	0	0	12	3	299	2	11	215	0	2	0	0	0	0	0	5	3	10	0	0	21	0	0	3	9	0	3	0	3	0	6	4	0	4	224	0	0	0	0	0	0	9	0	0	5	0	0	13	0	0	10	8	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	Jhaorihella	Rhodobacteraceae
ASV001745	0	70	0	0	0	0	0	58	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	56	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	65	130	0	0	54	0	0	0	0	0	97	72	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	39	0	0	46	0	0	987	Unclassified family	Chromatiaceae
ASV001746	16	0	9	0	0	0	0	6	0	0	0	0	28	0	0	0	0	0	0	0	0	0	122	15	0	0	0	0	20	83	0	0	0	0	29	0	0	0	0	0	57	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	21	0	0	0	178	0	0	0	21	53	0	0	46	986	Luteimonas	Xanthomonadaceae
ASV001747	0	0	12	0	80	0	0	0	0	12	0	0	0	0	48	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	33	0	0	0	0	0	0	69	0	0	16	0	205	146	7	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	61	4	0	64	42	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	986	Stutzerimonas	Pseudomonadaceae
ASV001748	0	0	0	0	0	0	0	0	0	0	14	15	0	33	0	22	0	0	0	25	0	0	16	0	0	0	0	0	0	0	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	0	0	0	0	0	0	0	0	0	726	0	0	0	0	0	0	0	16	0	0	0	27	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	Pseudomonas	Pseudomonadaceae
ASV001749	26	0	0	0	0	0	40	8	5	0	0	0	0	27	0	0	20	0	0	0	22	629	7	0	47	42	0	0	0	0	0	0	0	0	46	0	16	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	Luteimonas	Xanthomonadaceae
ASV001750	7	8	10	0	5	7	8	0	0	45	0	0	3	0	10	0	4	13	7	0	0	22	0	0	0	7	0	0	126	0	3	0	6	0	7	33	4	0	20	2	0	0	3	30	0	21	6	2	3	32	23	0	0	0	7	0	6	0	0	24	0	0	0	0	14	151	0	2	0	0	4	7	2	0	0	0	0	0	84	6	0	0	0	0	0	3	19	0	161	0	14	981	Unclassified family	Chromatiaceae
ASV001751	0	8	5	22	0	2	26	0	0	643	0	12	0	0	0	0	0	0	12	0	0	0	0	0	8	28	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	9	11	0	44	0	0	0	8	0	7	0	0	0	44	0	11	0	0	0	0	0	0	0	0	13	0	0	14	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	Magnetospirillum	Rhodospirillaceae
ASV001752	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	197	17	0	0	0	0	0	0	16	0	0	41	11	0	0	5	238	71	120	22	0	0	0	0	0	14	0	0	14	0	0	0	0	0	54	6	0	0	0	0	0	0	11	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	12	979	Acidovorax	Comamonadaceae
ASV001753	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	153	0	0	0	0	0	0	0	0	0	0	0	0	979	Jhaorihella	Rhodobacteraceae
ASV001755	10	7	17	0	8	0	7	0	0	0	6	0	0	10	0	0	0	6	5	0	0	0	0	3	0	6	0	4	35	47	8	11	8	0	7	10	0	9	11	3	45	0	0	0	0	43	5	7	0	32	0	0	26	0	0	21	0	0	20	25	0	0	0	0	10	3	31	0	60	0	0	15	192	0	0	0	0	0	8	7	0	0	71	0	0	0	0	11	92	0	16	978	Jhaorihella	Rhodobacteraceae
ASV001756	37	0	0	0	0	0	0	24	0	0	18	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	48	21	0	0	0	0	0	0	0	0	0	14	0	0	581	25	0	0	0	0	31	0	0	0	45	0	0	0	0	0	0	0	18	977	Luteimonas	Xanthomonadaceae
ASV001757	3	0	0	79	0	9	0	0	7	0	0	165	49	0	0	9	0	12	0	0	0	0	23	7	0	0	154	0	0	0	0	0	12	12	7	6	0	0	5	6	0	0	13	79	74	0	0	0	0	11	0	0	0	0	0	0	0	6	0	0	19	0	7	0	7	0	11	7	21	0	10	0	0	53	0	0	0	0	0	0	0	0	0	0	0	35	58	0	0	0	0	976	Thermomonas	Xanthomonadaceae
ASV001758	30	0	0	0	8	0	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	10	702	60	0	23	12	0	0	0	0	0	11	0	28	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	27	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	Ruegeria	Roseobacteraceae
ASV001759	0	0	0	13	0	0	0	0	28	0	0	0	11	0	0	16	0	0	0	0	32	0	0	0	0	0	0	27	0	131	0	21	0	0	0	0	20	0	0	0	72	402	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	87	974	Stutzerimonas	Pseudomonadaceae
ASV001760	27	30	0	0	8	0	14	0	0	20	0	0	0	0	0	0	6	15	0	0	0	0	199	0	0	34	55	0	0	0	0	0	23	0	46	0	14	0	0	0	0	0	0	129	41	0	0	0	4	0	0	0	0	0	0	0	52	0	19	0	71	0	0	0	7	0	13	0	6	0	93	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	7	0	18	0	0	973	Jhaorihella	Rhodobacteraceae
ASV001761	12	24	0	0	0	20	0	9	23	12	0	0	228	0	12	0	18	13	6	0	0	0	0	0	7	0	0	7	92	0	0	13	18	0	0	13	7	0	0	0	41	93	0	11	4	0	0	0	0	0	0	0	0	8	0	0	6	11	5	12	3	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	40	12	0	0	25	9	0	17	24	0	29	29	38	973	Halomonas	Halomonadaceae
ASV001762	0	0	39	0	0	0	0	0	43	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	74	0	137	43	0	0	0	0	0	0	0	0	0	25	0	0	0	208	0	0	101	0	0	0	38	0	0	0	0	0	0	48	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	Thiobacillus	Thiobacillaceae
ASV001763	0	0	0	46	0	7	26	0	0	104	0	35	0	0	0	0	0	11	11	0	0	0	0	110	82	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	11	0	135	0	0	0	0	4	0	7	0	0	4	0	0	14	0	0	14	2	9	0	0	0	0	0	3	0	54	0	0	66	0	0	0	0	0	0	0	0	0	179	0	15	0	17	0	0	0	973	Pseudomonas	Pseudomonadaceae
ASV001764	0	9	0	0	0	12	0	26	19	0	0	0	155	4	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	24	0	9	7	0	0	0	11	0	0	0	0	14	0	62	15	0	0	0	0	0	0	0	0	10	0	0	0	5	0	9	13	0	4	7	19	14	0	0	0	0	0	0	0	16	21	0	0	0	0	14	0	0	34	0	19	9	123	7	12	260	0	972	Stutzerimonas	Pseudomonadaceae
ASV001766	0	0	0	0	41	0	0	0	0	0	0	0	0	0	25	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	76	0	0	0	191	57	0	0	0	0	0	0	0	0	79	0	0	0	318	0	0	0	0	58	8	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	Ruegeria	Roseobacteraceae
ASV001767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	28	0	0	0	0	0	0	11	0	0	11	0	0	27	340	137	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	61	124	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	972	Stutzerimonas	Pseudomonadaceae
ASV001768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	24	0	0	835	0	0	20	15	56	0	971	Pseudomonas	Pseudomonadaceae
ASV001769	0	5	12	8	0	0	0	0	29	4	0	0	96	0	54	0	0	6	0	0	0	0	0	0	16	0	0	0	0	0	27	13	0	0	0	0	10	9	0	0	0	5	7	0	0	9	6	0	5	0	164	5	47	3	9	9	0	15	0	27	0	0	9	214	10	0	8	0	6	0	0	34	0	0	0	0	0	0	5	0	0	0	0	0	0	0	35	0	49	0	0	970	Unclassified family	Chromatiaceae
ASV001770	0	0	0	19	0	0	0	21	0	0	0	0	48	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	41	19	0	0	0	0	9	50	16	0	0	5	0	0	0	16	0	0	20	0	8	0	0	0	0	0	0	0	3	26	0	0	0	0	37	0	17	0	9	5	0	0	203	0	0	0	0	22	0	0	0	37	301	10	969	Pseudomonas	Pseudomonadaceae
ASV001771	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	35	0	0	968	Azoarcus	Zoogloeaceae
ASV001772	24	0	26	0	44	0	0	0	0	0	0	0	0	0	0	0	0	27	16	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	182	0	0	62	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	49	0	0	0	0	397	0	0	0	15	19	0	0	0	0	32	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	Ruegeria	Roseobacteraceae
ASV001773	0	0	16	0	0	0	0	0	0	350	0	0	0	0	0	0	0	16	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	49	0	0	0	0	157	69	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	16	0	967	Ruegeria	Roseobacteraceae
ASV001774	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	25	0	39	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	219	104	106	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	61	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	85	51	0	967	Stutzerimonas	Pseudomonadaceae
ASV001775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	62	0	0	13	14	0	0	25	0	0	0	967	Unclassified family	Chromatiaceae
ASV001776	10	0	16	0	34	5	0	0	8	4	0	4	0	2	80	4	0	8	0	0	0	0	0	0	4	4	0	4	3	5	0	5	0	0	4	28	4	2	52	0	3	0	7	0	0	60	0	5	2	41	105	41	4	0	5	0	0	0	0	69	0	0	3	159	4	0	0	0	52	5	5	100	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	Skermanella	Azospirillaceae
ASV001778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867	0	0	63	0	0	0	0	0	0	23	0	0	0	965	Halomonas	Halomonadaceae
ASV001780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	608	221	0	35	9	0	0	0	0	0	30	16	0	11	963	Aromatoleum	Rhodocyclaceae
ASV001781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	0	0	21	14	64	42	0	0	0	11	0	0	0	0	962	Pseudomonas	Pseudomonadaceae
ASV001782	8	0	36	7	49	5	0	0	0	0	0	0	0	8	32	0	0	0	0	0	0	0	5	0	0	16	0	0	0	0	71	0	20	0	12	60	0	91	26	0	0	0	0	0	0	17	0	0	0	13	50	89	85	0	8	70	0	0	0	42	0	0	0	0	17	0	76	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	Magnetospirillum	Rhodospirillaceae
ASV001783	0	0	0	0	0	0	0	0	5	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	61	0	52	0	0	800	0	961	Sulfidibacter	Acanthopleuribacteraceae
ASV001785	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	76	42	0	7	0	0	18	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	66	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	15	0	0	587	0	0	32	9	0	9	0	0	0	11	0	0	39	960	Bradyrhizobium	Nitrobacteraceae
